x,y,theta,v,x_ref,y_ref,theta_ref
-0.813538,1.832951,4.106010,0.000000,3.535534,-3.535534,7.068583
-0.813538,1.832951,4.106010,1.000000,3.590631,-3.479564,7.084291
-0.842033,1.791865,4.130180,0.000000,3.644843,-3.422736,7.099999
-0.842033,1.791865,4.130180,1.000000,3.698155,-3.365063,7.115707
-0.869526,1.750102,4.148392,0.000000,3.750555,-3.306559,7.131415
-0.869526,1.750102,4.148392,1.000000,3.802030,-3.247240,7.147123
-0.896255,1.707846,4.156814,0.000000,3.852566,-3.187120,7.162831
-0.896255,1.707846,4.156814,1.000000,3.902152,-3.126213,7.178539
-0.922626,1.665366,4.170312,0.000000,3.950775,-3.064535,7.194247
-0.922626,1.665366,4.170312,1.000000,3.998423,-3.002101,7.209955
-0.948422,1.622534,4.196837,0.000000,4.045085,-2.938926,7.225663
-0.948422,1.622534,4.196837,1.000000,4.090749,-2.875026,7.241371
-0.973073,1.579033,4.215733,0.000000,4.135403,-2.810417,7.257079
-0.973073,1.579033,4.215733,1.000000,4.179037,-2.745114,7.272787
-0.996897,1.535074,4.224474,0.000000,4.221640,-2.679134,7.288495
-0.996897,1.535074,4.224474,1.000000,4.263201,-2.612493,7.304203
-1.020336,1.490909,4.249040,0.000000,4.303710,-2.545207,7.319911
-1.020336,1.490909,4.249040,1.000000,4.343158,-2.477293,7.335619
-1.042684,1.446181,4.267736,0.000000,4.381533,-2.408768,7.351327
-1.042684,1.446181,4.267736,1.000000,4.418828,-2.339649,7.367035
-1.064191,1.401043,4.284996,0.000000,4.455033,-2.269952,7.382743
-1.064191,1.401043,4.284996,1.000000,4.490138,-2.199696,7.398451
-1.084916,1.355540,4.293429,0.000000,4.524135,-2.128896,7.414159
-1.084916,1.355540,4.293429,1.000000,4.557016,-2.057572,7.429867
-1.105256,1.309865,4.318040,0.000000,4.588773,-1.985739,7.445575
-1.105256,1.309865,4.318040,1.000000,4.619398,-1.913417,7.461283
-1.124467,1.263702,4.336989,0.000000,4.648882,-1.840623,7.476991
-1.124467,1.263702,4.336989,1.000000,4.677220,-1.767374,7.492698
-1.142799,1.217184,4.346093,0.000000,4.704404,-1.693690,7.508406
-1.142799,1.217184,4.346093,1.000000,4.730427,-1.619587,7.524114
-1.160707,1.170501,4.360182,0.000000,4.755283,-1.545085,7.539822
-1.160707,1.170501,4.360182,1.000000,4.778965,-1.470202,7.555530
